movieTitle,releaseYear,productionCompany
"Three Billboards Outside Ebbing, Missouri",2017,Fox Searchlight Pictures
"Three Billboards Outside Ebbing, Missouri",2017,Film4 Productions
"Three Billboards Outside Ebbing, Missouri",2017,Blueprint Pictures
"Three Billboards Outside Ebbing, Missouri",2017,Cutting Edge Group
Darkest Hour,2017,Perfect World Pictures
Darkest Hour,2017,Working Title Films
Blade Runner 2049,2017,Alcon Entertainment
Blade Runner 2049,2017,Columbia Pictures
Blade Runner 2049,2017,Scott Free Productions
Blade Runner 2049,2017,Bud Yorkin Productions
Blade Runner 2049,2017,Torridon Films
Blade Runner 2049,2017,16:14 Entertainment
Coco,2017,Pixar Animation Studios
Phantom Thread,2017,Focus Features
Phantom Thread,2017,Annapurna Pictures
Phantom Thread,2017,Ghoulardi Film Company
Phantom Thread,2017,Perfect World Pictures
Call Me by Your Name,2017,Frenesy Film Company
Call Me by Your Name,2017,La Cinéfacture
Call Me by Your Name,2017,RT Features
Call Me by Your Name,2017,M.Y.R.A. Entertainment
Call Me by Your Name,2017,Water's End Productions
Get Out,2017,Blumhouse Productions
Get Out,2017,QC Entertainment
Get Out,2017,Monkeypaw Productions
"I, Tonya",2017,LuckyChap Entertainment
"I, Tonya",2017,beIN Media Group
"I, Tonya",2017,Clubhouse Pictures
"I, Tonya",2017,AI Film
A Fantastic Woman,2017,Fabula
A Fantastic Woman,2017,Komplizen Film
Dear Basketball,2017,Granity Studios
Dear Basketball,2017,Believe Entertainment Group
Dear Basketball,2017,Glen Keane Productions
Icarus,2017,Alex Productions
Icarus,2017,Diamond Docs
Icarus,2017,Impact Partners
The Silent Child,2017,Slick Films
Lady Bird,2017,IAC Films
Lady Bird,2017,Scott Rudin Productions
Lady Bird,2017,Management 360
Mudbound,2017,Elevated Films
Mudbound,2017,Joule Films
Star Wars Episode VIII: The Last Jedi,2017,Lucasfilm Ltd.
Baby Driver,2017,TriStar Pictures
Baby Driver,2017,MRC
Baby Driver,2017,Big Talk Productions
Baby Driver,2017,Working Title Films
Beauty and the Beast,2017,Walt Disney Pictures
Beauty and the Beast,2017,Mandeville Films
The Post,2017,20th Century Fox
The Post,2017,DreamWorks Pictures
The Post,2017,Participant Media
The Post,2017,Amblin Partners
The Post,2017,Amblin Entertainment
The Post,2017,Pascal Pictures
The Post,2017,Star Thrower Entertainment
Victoria & Abdul,2017,Focus Features
Victoria & Abdul,2017,BBC Films
Victoria & Abdul,2017,Perfect World Pictures
Victoria & Abdul,2017,Working Title Films
Victoria & Abdul,2017,Cross Street Films
Abacus: Small Enough to Jail,2016,Motto Pictures
Abacus: Small Enough to Jail,2016,Kartemquin Films Production
All the Money in the World,2017,TriStar Pictures
All the Money in the World,2017,Imperative Entertainment
All the Money in the World,2017,Scott Free Productions
All the Money in the World,2017,RedRum Films
DeKalb Elementary,2017,Off Road Pictures
Edith+Eddie,2017,Heart is Red
Edith+Eddie,2017,LLC.Kartemquin Films
Faces Places,2017,Ciné Tamaris
Faces Places,2017,Social Animals
Faces Places,2017,Rouge International
Faces Places,2017,Arte France Cinema
Faces Places,2017,Arches Films
Ferdinand,2017,Blue Sky Studios
Ferdinand,2017,20th Century Fox Animation
Ferdinand,2017,Davis Entertainment
Garden Party,2017,MoPA
Guardians of the Galaxy Vol. 2,2017,Marvel Studios
Kong: Skull Island,2017,Legendary Pictures
Kong: Skull Island,2017,Tencent Pictures
Logan,2017,20th Century Fox
Logan,2017,Marvel Entertainment
Logan,2017,Kinberg Genre
Logan,2017,Hutch Parker Productions
Logan,2017,The Donners' Company
Logan,2017,TSG Entertainment
Lou,2017,Pixar Animation Studios
Loveless,2017,Arte France Cinéma
Loveless,2017,Why Not Productions
Loveless,2017,Les Films du Fleuve
Loving Vincent,2017,BreakThru Films
Loving Vincent,2017,Trademark Films
Marshall,2017,Starlight Media
Marshall,2017,Chestnut Ridge Productions
Marshall,2017,Hudlin Entertainment
Molly's Game,2017,STXfilms
Molly's Game,2017,H. Brothers
Molly's Game,2017,TMP
Molly's Game,2017,The MG Company
Negative Space,2017,Tiny Inventions
"Roman J. Israel, Esq.",2017,Columbia Pictures
"Roman J. Israel, Esq.",2017,Macro Media
"Roman J. Israel, Esq.",2017,Topic Studios
"Roman J. Israel, Esq.",2017,Cross Creek Pictures
"Roman J. Israel, Esq.",2017,Bron Creative
"Roman J. Israel, Esq.",2017,The Culture China/Image Nation Abu Dhabi Content Fund
"Roman J. Israel, Esq.",2017,Escape Artists
Strong Island,2017,Louverture Films
The Big Sick,2017,FilmNation Entertainment
The Big Sick,2017,Apatow Productions
The Boss Baby,2017,DreamWorks Animation
The Breadwinner,2017,Cartoon Saloon
The Breadwinner,2017,Aircraft Pictures
The Breadwinner,2017,Guru StudioSony Pictures Releasing
The Breadwinner,2017,Jolie Pas
The Breadwinner,2017,Melusine Productions
The Disaster Artist,2017,New Line Cinema
The Disaster Artist,2017,Good Universe
The Disaster Artist,2017,Point Grey Pictures
The Disaster Artist,2017,Rabbit Bandini Productions
The Eleven O'Clock,2016,FINCH
The Florida Project,2017,Cre Film
The Florida Project,2017,Freestyle Picture Company
The Florida Project,2017,Cinereach
The Florida Project,2017,June Pictures
The Greatest Showman,2017,TSG Entertainment
The Greatest Showman,2017,Laurence Mark Productions
The Greatest Showman,2017,Chernin Entertainment
The Insult,2017,Ezekiel Films
The Insult,2017,Tessalit Productions
The Insult,2017,Rouge International
The Square,2017,Plattform Produktion
The Square,2017,Film i Väst
The Square,2017,Essential Films
The Square,2017,Parisienne
The Square,2017,Coproduction Office
The Square,2017,Sveriges Television
The Square,2017,Imperative Entertainment
The Square,2017,Arte France Cinéma
The Square,2017,ZDF
The Square,2017,Arte
The Square,2017,Svenska Filminstitutet
The Square,2017,Council of Europe–Eurimages
The Square,2017,Medienboard Berlin-Brandenburg
The Square,2017,Nordisk Film & TV Fond
The Square,2017,Det Danske Filminstitut– Minorordningen
The Square,2017,Alamode Filmverleih
The Square,2017,TriArt Distribution
The Square,2017,DR
Traffic Stop,2017,Q-Ball Productions
War for the Planet of the Apes,2017,20th Century Fox
War for the Planet of the Apes,2017,TSG Entertainment
War for the Planet of the Apes,2017,Chernin Entertainment
Watu Wote/All of Us,2017,Hamburg Media School
Wonder,2017,Lionsgate
Wonder,2017,Mandeville Films
Wonder,2017,Participant Media
Wonder,2017,Walden Media
Wonder,2017,TIK Films
Green Book,2018,Participant Media
Green Book,2018,DreamWorks Pictures
Green Book,2018,Innisfree Pictures
Green Book,2018,Cinetic Media
Green Book,2018,Alibaba Pictures
Bohemian Rhapsody,2018,20th Century Fox
Bohemian Rhapsody,2018,Regency Enterprises
Bohemian Rhapsody,2018,GK Films
Bohemian Rhapsody,2018,Queen Films
Roma,2018,Espectáculos Fílmicos El Coyúl
Roma,2018,Pimienta Films
Roma,2018,Participant Media
Roma,2018,Esperanto-Filmoj
Black Panther,2018,Marvel Studios
The Favourite,2018,Scarlet Films
The Favourite,2018,Element Pictures
The Favourite,2018,Arcana
The Favourite,2018,Film4
The Favourite,2018,Waypoint Entertainment
A Star is Born,2018,Metro-Goldwyn-Mayer Pictures
A Star is Born,2018,Live Nation Productions
A Star is Born,2018,Gerber Pictures
A Star is Born,2018,Peters Entertainment
A Star is Born,2018,Joint Effort
Vice,2018,Annapurna Pictures
Vice,2018,Plan B Entertainment
Vice,2018,Gary Sanchez Productions
BlacKkKlansman,2018,Blumhouse Productions
BlacKkKlansman,2018,Monkeypaw Productions
BlacKkKlansman,2018,QC Entertainment
BlacKkKlansman,2018,40 Acres and a Mule Filmworks
BlacKkKlansman,2018,Legendary Entertainment
BlacKkKlansman,2018,Perfect World Pictures
First Man,2018,DreamWorks Pictures
First Man,2018,Perfect World Pictures
First Man,2018,Temple Hill Entertainment
If Beale Street Could Talk,2018,Annapurna Pictures
If Beale Street Could Talk,2018,Plan B Entertainment
If Beale Street Could Talk,2018,Pastel Productions
Bao,2018,Pixar Animation Studios
Free Solo,2018,National Geographic Documentary Films
Free Solo,2018,Parkes+MacDonald Image Nation
Free Solo,2018,Little Monster Films
Free Solo,2018,Itinerant Media
Period. End of Sentence.,2018,Sikhya Entertainment
Skin,2018,Studio Mao
Spider-Man: Into the Spider-Verse,2018,Columbia Pictures
Spider-Man: Into the Spider-Verse,2018,Marvel Entertainment
Spider-Man: Into the Spider-Verse,2018,Sony Pictures Animation
Spider-Man: Into the Spider-Verse,2018,Pascal Pictures
Spider-Man: Into the Spider-Verse,2018,Arad Productions
Spider-Man: Into the Spider-Verse,2018,Lord Miller Productions
Mary Poppins Returns,2018,Walt Disney Pictures
Mary Poppins Returns,2018,Lucamar Productions
Mary Poppins Returns,2018,Marc Platt Productions
Can You Ever Forgive Me?,2018,TSG Entertainment
Can You Ever Forgive Me?,2018,Archer Gray Productions
Cold War,2018,Opus Film
Cold War,2018,Polish Film Institute
Cold War,2018,mk2 Films
Cold War,2018,Film4
Cold War,2018,BFI
Cold War,2018,Protagonist Pictures
Cold War,2018,Apocalypso Pictures
Cold War,2018,MK Productions[a]
The Ballad of Buster Scruggs,2018,Annapurna Pictures
The Ballad of Buster Scruggs,2018,Mike Zoss Productions
Isle of Dogs,2018,Indian Paintbrush
Isle of Dogs,2018,American Empirical Pictures
Isle of Dogs,2018,Scott Rudin Productions
Isle of Dogs,2018,Studio Babelsberg
Isle of Dogs,2018,3 Mills Studios
Mary Queen of Scots,2018,Perfect World Pictures
Mary Queen of Scots,2018,Working Title Films
Never Look Away,2018,Wiedemann & Berg Film Production
RBG,2018,CNN Films
RBG,2018,Storyville Films
RBG,2018,Participant Media
A Night at the Garden,2017,First Look Media
A Quiet Place,2018,Platinum Dunes
A Quiet Place,2018,Sunday Night Productions
Animal Behaviour,2018,National Film Board of Canada
At Eternity's Gate,2018,Riverstone Pictures
At Eternity's Gate,2018,SPK Pictures
At Eternity's Gate,2018,Rocket Science
At Eternity's Gate,2018,Rahway Road
At Eternity's Gate,2018,Iconoclast
Avengers: Infinity War,2018,Marvel Studios
Black Sheep,2018,Lightbox Entertainment
Border,2018,META Film
Border,2018,Black Spark Film & TV
Border,2018,Karnfilm
Capernaum,2018,Mooz Films
Christopher Robin,2018,Walt Disney Pictures
Christopher Robin,2018,2DUX² Productions
Detainment,2018,Twelve Media
End Game,2018,Telling Pictures
Fauve,2018,Achromatic MediaMidi la Nuit
First Reformed,2017,Killer Films
First Reformed,2017,Omeira Studio Partners
First Reformed,2017,Fibonacci Films
First Reformed,2017,Arclight Films International
First Reformed,2017,Big Indie Pictures
Incredibles 2,2018,Pixar Animation Studios
Late Afternoon,2017,Cartoon Saloon
Lifeboat,2018,Spin Film
Lifeboat,2018,RYOT Films
Marguerite,2017,DIY FilmsLes Films de L'Hydre
Minding the Gap,2018,Kartemquin Films
Minding the Gap,2018,American Documentary/POV
Minding the Gap,2018,ITVS
Mirai,2018,Studio Chizu
Mother,2017,Apache FilmsCaballo FilmsMalvalanda
One Small Step,2018,Taiko Studios
Ralph Breaks the Internet,2018,Walt Disney Animation Studios
Ready Player One,2018,Warner Bros. Pictures
Ready Player One,2018,Amblin Partners
Ready Player One,2018,Amblin Entertainment
Ready Player One,2018,Village Roadshow Pictures
Ready Player One,2018,De Line Pictures
Ready Player One,2018,Farah Films & Management
Shoplifters,2018,Fuji TV
Solo: A Star Wars Story,2018,Lucasfilm Ltd.
The Wife,2017,Silver Reel
The Wife,2017,Meta Film London
The Wife,2017,Anonymous Content
The Wife,2017,Tempo Productions
The Wife,2017,Embankment Films
The Wife,2017,Creative Scotland
The Wife,2017,Spark Film and Television
The Wife,2017,Film i Väst
Weekends,2017,Past Lives Productions
1917,2019,DreamWorks Pictures
1917,2019,Reliance Entertainment
1917,2019,New Republic Pictures
1917,2019,Mogambo
1917,2019,Neal Street Productions
1917,2019,Amblin Partners
Joker,2019,Warner Bros. Pictures
Joker,2019,DC Films
Joker,2019,Village Roadshow Pictures
Joker,2019,Bron Creative
Joker,2019,Joint Effort
Once Upon a Time in Hollywood,2019,Columbia Pictures
Once Upon a Time in Hollywood,2019,Bona Film Group
Once Upon a Time in Hollywood,2019,Heyday Films
Once Upon a Time in Hollywood,2019,Visiona Romantica
Ford v Ferrari,2019,Chernin Entertainment
Ford v Ferrari,2019,TSG Entertainment
Ford v Ferrari,2019,Turnpike Films
Jojo Rabbit,2019,Fox Searchlight Pictures
Jojo Rabbit,2019,TSG Entertainment
Jojo Rabbit,2019,Defender Films
Jojo Rabbit,2019,Piki Films
Little Women,2019,Columbia Pictures
Little Women,2019,Regency Enterprises
Little Women,2019,Pascal Pictures
Marriage Story,2019,Heyday Films
Bombshell,2019,Bron Studios
Bombshell,2019,Annapurna Pictures
Bombshell,2019,Denver and Delilah Productions
Bombshell,2019,Gramsci
Bombshell,2019,Lighthouse Management & Media
Bombshell,2019,Creative Wealth Media
Judy,2019,Pathé
Judy,2019,BBC Films
Judy,2019,Ingenious Media
Judy,2019,Calamity Films
Toy Story 4,2019,Pixar Animation Studios
American Factory,2019,Higher Ground Productions
American Factory,2019,Participant Media
Hair Love,2019,Sony Pictures Animation
Hair Love,2019,Matthew A. Cherry Entertainment
Hair Love,2019,Lion Forge Animation
Hair Love,2019,6 Point Harness
Rocketman,2019,New Republic Pictures
Rocketman,2019,Marv Films
Rocketman,2019,Rocket Pictures
The Irishman,2019,Tribeca Productions
The Irishman,2019,Sikelia Productions
The Irishman,2019,Winkler Films
Star Wars: The Rise of Skywalker,2019,Lucasfilm Ltd.
Star Wars: The Rise of Skywalker,2019,Bad Robot
The Two Popes,2019,Rideback
Harriet,2019,Perfect World Pictures
Harriet,2019,New Balloon
Harriet,2019,Stay Gold Features
Honeyland,2019,Trice Films
Honeyland,2019,Apolo Media
Pain and Glory,2019,El Deseo
A Beautiful Day in the Neighborhood,2019,TriStar Pictures
A Beautiful Day in the Neighborhood,2019,Tencent Pictures
A Beautiful Day in the Neighborhood,2019,Big Beach
A Beautiful Day in the Neighborhood,2019,Youree Henley Productions
A Beautiful Day in the Neighborhood,2019,Fred Rogers Productions(uncredited)
A Sister,2018,Versus Production
Ad Astra,2019,Regency Enterprises
Ad Astra,2019,New Regency
Ad Astra,2019,Plan B Entertainment
Ad Astra,2019,Keep Your Head Productions
Ad Astra,2019,RT Features
Ad Astra,2019,MadRiver Pictures
Avengers: Endgame,2019,Marvel Studios
Breakthrough,2019,Fox 2000 Pictures
Breakthrough,2019,Franklin Entertainment
Breakthrough,2019,Unanimous Media
Breakthrough,2019,TSG Entertainment
Brotherhood,2018,CinétéléfilmsMidi la Nuit
Corpus Christi,2019,Aurum Film
Corpus Christi,2019,Canal+ Polska
Corpus Christi,2019,WFS Walter Film Studio
Corpus Christi,2019,Podkarpacki Regionalny Fundusz Filmowy
Corpus Christi,2019,Les Contes Modernes
Dcera (Daughter),2019,FAMU - Film and TV School of the Academy of Performing Arts in Prague
For Sama,2019,PBS FrontlineChannel 4 NewsITN Productions
Frozen II,2019,Walt Disney Animation Studios
How to Train Your Dragon: The Hidden World,2019,DreamWorks Animation
I Lost My Body,2019,Xilam Animation
In the Absence,2018,416 Documenting GroupField of Vision (II)First Look MediaKorea Communications Agency
Kitbull,2019,Pixar Animation Studios
Klaus,2019,Netflix Animation
Klaus,2019,The SPA Studios
Klaus,2019,Atresmedia Cine
Knives Out,2019,MRC
Knives Out,2019,T-Street Productions
Knives Out,2019,Ram Bergman Productions
Les Misérables,2019,SRAB Films
Les Misérables,2019,Rectangle Productions
Les Misérables,2019,Lyly Films
Les Misérables,2019,Canal+
Les Misérables,2019,Ciné+
Les Misérables,2019,Arte
Les Misérables,2019,Wild Bunch
Les Misérables,2019,CNC
Maleficent: Mistress of Evil,2019,Walt Disney Pictures
Maleficent: Mistress of Evil,2019,Roth/Kirschenbaum Films
Missing Link,2019,Laika
Nefta Football Club,2018,Les Valseurs
Richard Jewell,2019,Malpaso Productions
Richard Jewell,2019,Appian Way Productions
Richard Jewell,2019,Misher Films
Richard Jewell,2019,75 Year Plan Productions
Sister,2018,CalArts
St. Louis Superman,2019,MTV Studios
St. Louis Superman,2019,Meralta Films
St. Louis Superman,2019,AJE Witness
St. Louis Superman,2019,ALJAZEERA
The Cave,2019,Danish Documentary ProductionHecat Studio
The Edge of Democracy,2019,Busca Vida Filmes
The Lighthouse,2019,A24
The Lighthouse,2019,Regency Enterprises
The Lighthouse,2019,RT Features
The Lighthouse,2019,Parts & Labor
The Lion King,2019,Walt Disney Pictures
The Lion King,2019,Fairview Entertainment
Nomadland,2020,Highwayman
Nomadland,2020,Hear/Say Productions
Nomadland,2020,Cor Cordium Productions
Mank,2020,Netflix International Pictures
Mank,2020,Flying Studio Pictures
Mank,2020,Panic Pictures
Mank,2020,Blue Light
Judas and the Black Messiah,2021,MACRO
Judas and the Black Messiah,2021,Participant
Judas and the Black Messiah,2021,Bron Creative
Judas and the Black Messiah,2021,Proximity Media
Sound of Metal,2019,Caviar
Sound of Metal,2019,Ward Four
Sound of Metal,2019,Flat 7 Productions
The Father,2020,F comme Film
The Father,2020,Trademark Films
The Father,2020,Ciné-@
The Father,2020,AG Studios
The Father,2020,Les Films du Cru
The Father,2020,Film4
The Father,2020,Orange Studio
The Father,2020,Canal+
The Father,2020,Ciné+
Ma Rainey's Black Bottom,2020,Escape Artists
Ma Rainey's Black Bottom,2020,Mundy Lane Entertainment
Soul,2020,Pixar Animation Studios
Minari,2020,Plan B
Promising Young Woman,2020,LuckyChap Entertainment
Another Round,2020,Zentropa Entertainments
Another Round,2020,Film i Väst
Another Round,2020,Zentropa Sweden
Another Round,2020,Topkapi Films
Another Round,2020,Zentropa Netherlands
Tenet,2020,Syncopy Inc.
Colette,2020,Time Travel Unlimited
Colette,2020,Oculus
Colette,2020,Respawn Entertainment
If Anything Happens I Love You,2020,Gilbert Films
If Anything Happens I Love You,2020,Oh Good Productions
My Octopus Teacher,2020,Off The FenceThe Sea Change Project
Two Distant Strangers,2020,Dirty Robber
Two Distant Strangers,2020,NowThis
Two Distant Strangers,2020,Six Feet Over
The Trial of the Chicago 7,2020,Paramount Pictures
The Trial of the Chicago 7,2020,Cross Creek Pictures
The Trial of the Chicago 7,2020,DreamWorks Pictures
The Trial of the Chicago 7,2020,Marc Platt Productions
The Trial of the Chicago 7,2020,ShivHans Pictures
News of the World,2020,Universal Pictures
News of the World,2020,Perfect World Pictures
News of the World,2020,Playtone
News of the World,2020,Pretty Pictures
One Night in Miami,2020,ABKCO
One Night in Miami,2020,Snoot Entertainment
One Night in Miami,2020,Royal Ties Productions
One Night in Miami,2020,Germano Studios
One Night in Miami,2020,Hit Factory
One Night in Miami,2020,Capital Studios
Borat Subsequent Moviefilm: Delivery of Prodigious Bribe to American Regime for Make Benefit Once Glorious Nation of Kazakhstan,2020,Amazon Studios
Collective,2019,Alexander Nanau Production
Collective,2019,Samsa Film Luxembourg
Collective,2019,HBO Europe
Collective,2019,Mitteldeutscher Rundfunk
Collective,2019,Radio Télévision Suisse
Collective,2019,Radiotelevisione svizzera
Collective,2019,YES Docu
Emma,2020,Perfect World Pictures
Emma,2020,Working Title Films
Emma,2020,Blueprint Pictures
Hillbilly Elegy,2020,Imagine Entertainment
Mulan,2020,Walt Disney Pictures
Mulan,2020,Jason T. Reed Productions
Mulan,2020,Good Fear Productions
Pinocchio,2019,Archimede Film
Pinocchio,2019,Rai Cinema
Pinocchio,2019,Le Pacte
Pinocchio,2019,Recorded Picture Company
A Concerto Is a Conversation,2021,Breakwater Studios
A Love Song for Latasha,2019,Black Dreams LLC
A Shaun the Sheep Movie: Farmageddon,2019,StudioCanal
A Shaun the Sheep Movie: Farmageddon,2019,Aardman Animations
Better Days,2019,Henan Film Group
Better Days,2019,China Wit Media
Better Days,2019,Tianijn Xiron Entertainment
Better Days,2019,We Pictures
Better Days,2019,Shooting Pictures
Burrow,2020,Pixar Animation Studios
Crip Camp,2020,Higher Ground Productions
Crip Camp,2020,Rusted Spoke
Crip Camp,2020,Little Punk
Crip Camp,2020,Just Films
Crip Camp,2020,Ford Foundation
Da 5 Bloods,2020,40 Acres and a Mule Filmworks
Da 5 Bloods,2020,Rahway Road
Da 5 Bloods,2020,Lloyd Levin/Beatriz Levin Production
Eurovision Song Contest: The Story of Fire Saga,2020,Gary Sanchez Productions
Eurovision Song Contest: The Story of Fire Saga,2020,Gloria Sanchez Productions
Eurovision Song Contest: The Story of Fire Saga,2020,European Broadcasting Union
Feeling Through,2019,Doug Roland Films
Feeling Through,2019,Giant Hunter Media
Greyhound,2020,Sony Pictures Entertainment
Greyhound,2020,Stage 6 Films
Greyhound,2020,FilmNation Entertainment
Greyhound,2020,Bron Creative
Greyhound,2020,Zhengfu Pictures
Greyhound,2020,Playtone
Greyhound,2020,Sycamore Pictures
Love and Monsters,2020,21 Laps Entertainment
Love and Monsters,2020,eOne Films
Onward,2020,Pixar Animation Studios
Over the Moon,2020,Netflix Animation
Over the Moon,2020,Pearl Studio
Over the Moon,2020,Sony Pictures Imageworks
Over the Moon,2020,Glen Keane Productions
Pieces of a Woman,2020,Little Lamb
Pieces of a Woman,2020,Bron Studios
Pieces of a Woman,2020,Proton Cinema
Pieces of a Woman,2020,Creative Wealth Media
"Quo Vadis, Aida?",2020,Deblokada Film
"Quo Vadis, Aida?",2020,Digital Cube
"Quo Vadis, Aida?",2020,Coop99 Filmproduktion
"Quo Vadis, Aida?",2020,N279 Entertainment
"Quo Vadis, Aida?",2020,Razor Filmproduktion
"Quo Vadis, Aida?",2020,Extreme Emotions
"Quo Vadis, Aida?",2020,Indie Prod
"Quo Vadis, Aida?",2020,Tordenfilm
"Quo Vadis, Aida?",2020,TRT
The Letter Room,2020,Dutch Tilt Film
The Letter Room,2020,Mad Gene Productions
The Letter Room,2020,Goldcrest Post
The Letter Room,2020,Inspire Entertainment
The Letter Room,2020,Topic
The Life Ahead,2020,Palomar
The Life Ahead,2020,Impact Partners
The Life Ahead,2020,Artemis Rising
The Life Ahead,2020,Another Chance Productions
The Life Ahead,2020,Foothills Productions
The Man Who Sold His Skin,2020,Cinétéléfilms
The Man Who Sold His Skin,2020,Tanit Films
The Man Who Sold His Skin,2020,Twenty Twenty Vision
The Man Who Sold His Skin,2020,Kwassa Films
The Man Who Sold His Skin,2020,Laika Film & Television
The Man Who Sold His Skin,2020,Metafora Media Production
The Man Who Sold His Skin,2020,Sunnyland Film
The Man Who Sold His Skin,2020,Film i Väst
The Man Who Sold His Skin,2020,VOO
The Man Who Sold His Skin,2020,BeTV
The Man Who Sold His Skin,2020,Istiqlal Films
The Midnight Sky,2020,Smokehouse Pictures
The Midnight Sky,2020,Anonymous Content
The Mole Agent,2020,Tribeca Film Institute
The Mole Agent,2020,Sundance Institute
The Mole Agent,2020,ITVS
The Mole Agent,2020,Micromundo Productions
The Mole Agent,2020,Motto Pictures
The Mole Agent,2020,Sutor Kolonko
The Mole Agent,2020,Voyla Films
The Mole Agent,2020,Malvalanda
The Mole Agent,2020,SWR
The One and Only Ivan,2020,Walt Disney Pictures
The One and Only Ivan,2020,Jolie Pas Productions
The Present,2020,Philistine Films
The United States vs. Billie Holiday,2021,Lee Daniels Entertainment
The United States vs. Billie Holiday,2021,New Slate Ventures
The United States vs. Billie Holiday,2021,Roth/Kirschenbaum Films
The White Tiger,2021,Lava Media
The White Tiger,2021,ARRAY
The White Tiger,2021,Noruz Films
The White Tiger,2021,Purple Pebble Pictures
Time,2020,Concordia Studio
Time,2020,The New York Times
Time,2020,Outer Piece
Time,2020,Hedgehog Films
Wolfwalkers,2020,Cartoon Saloon
Wolfwalkers,2020,Mélusine
CODA,2021,Vendôme Pictures
CODA,2021,Pathé
Dune,2021,Legendary Pictures
The Eyes of Tammy Faye,2021,TSG Entertainment
The Eyes of Tammy Faye,2021,Freckle Films
The Eyes of Tammy Faye,2021,MWM Studios
The Eyes of Tammy Faye,2021,Semi-Formal Productions
The Power of the Dog,2021,New Zealand Film Commission
The Power of the Dog,2021,Cross City Films
The Power of the Dog,2021,BBC Film
The Power of the Dog,2021,See-Saw Films
The Power of the Dog,2021,Bad Girl Creek
The Power of the Dog,2021,Max Films
The Power of the Dog,2021,Brightstar
Belfast,2021,TKBC
West Side Story,2021,Amblin Entertainment
West Side Story,2021,TSG Entertainment
King Richard,2021,Westbrook Studios
King Richard,2021,Star Thrower Entertainment
King Richard,2021,Keepin' It Reel
Drive My Car,2021,C&I Entertainment
Drive My Car,2021,Culture Entertainment
Drive My Car,2021,Bitters End
Drive My Car,2021,Nekojarashi
Drive My Car,2021,Quaras
Drive My Car,2021,Nippon Shuppan Hanbai
Drive My Car,2021,Bungeishunjū
Drive My Car,2021,L'Espace Vision
Drive My Car,2021,The Asahi Shimbun Company
Encanto,2021,Walt Disney Animation Studios
No Time to Die,2021,Metro-Goldwyn-Mayer
No Time to Die,2021,Eon Productions
Cruella,2021,Walt Disney Pictures
Cruella,2021,Marc Platt Productions
Cruella,2021,Gunn Films
"Summer of Soul (...Or, When the Revolution Could Not Be Televised)",2021,Onyx Collective
"Summer of Soul (...Or, When the Revolution Could Not Be Televised)",2021,Concordia Studio
"Summer of Soul (...Or, When the Revolution Could Not Be Televised)",2021,Play/Action Pictures
"Summer of Soul (...Or, When the Revolution Could Not Be Televised)",2021,LarryBilly Productions
"Summer of Soul (...Or, When the Revolution Could Not Be Televised)",2021,Mass Distraction Media
"Summer of Soul (...Or, When the Revolution Could Not Be Televised)",2021,RadicalMedia
"Summer of Soul (...Or, When the Revolution Could Not Be Televised)",2021,Vulcan Productions
The Queen of Basketball,2021,Breakwater Studios
The Windshield Wiper,2021,Pastel ProductionsLeo Sanchez StudioPinkman TVMany Enterprises
Don't Look Up,2021,Hyperobject Industries
Don't Look Up,2021,Bluegrass Films
Nightmare Alley,2021,TSG Entertainment
Nightmare Alley,2021,Double Dare You Productions
Being the Ricardos,2021,Amazon Studios
Being the Ricardos,2021,Escape Artists
Being the Ricardos,2021,Big Indie Pictures
Flee,2021,Vice Studios
Flee,2021,Left Handed Films
Flee,2021,RYOT Films
Flee,2021,Final Cut for Real
Flee,2021,Sun Creature Studio
Flee,2021,Arte
Flee,2021,Danish Film Institute
Flee,2021,Swedish Film Institute
Flee,2021,SVT
Flee,2021,Norwegian Film Institute
Flee,2021,Creative Europe
Flee,2021,Movistar Plus
Flee,2021,CNC
Flee,2021,Fritt Ord
Licorice Pizza,2021,Metro-Goldwyn-Mayer Pictures
Licorice Pizza,2021,Focus Features
Licorice Pizza,2021,Bron Creative
Licorice Pizza,2021,Ghoulardi Film Company
The Lost Daughter,2021,Endeavor Content
The Lost Daughter,2021,Pie Films
The Lost Daughter,2021,Samuel Marshall Productions
The Lost Daughter,2021,In the Current
The Lost Daughter,2021,Faliro House Productions
The Tragedy of Macbeth,2021,A24
The Tragedy of Macbeth,2021,IAC Films
Parallel Mothers,2021,El Deseo
Parallel Mothers,2021,Remotamente Films AIE
The Worst Person in the World,2021,Oslo Pictures
The Worst Person in the World,2021,MK Productions
The Worst Person in the World,2021,Film i Väst
The Worst Person in the World,2021,Snowglobe
The Worst Person in the World,2021,B-Reel Films
"Tick, Tick... Boom!",2021,Imagine Entertainment
"Tick, Tick... Boom!",2021,5000 Broadway Productions
Affairs of the Art,2021,The National Film Board of Canada
Ala Kachuu – Take and Run,2020,Filmgerberei
Ascension,2021,XTR
Ascension,2021,Firelight Media
Ascension,2021,Field of Vision
Ascension,2021,Cinereach
Ascension,2021,Chicken & Egg Pictures
Ascension,2021,The Sundance Institute
Ascension,2021,San Francisco Film Society
Attica,2021,Showtime Documentary Films
Attica,2021,Firelight Films
Attica,2021,Topic Studios
Audible,2021,Film 45
Audible,2021,Vision Film Company
Bestia,2021,Maleza StudioTrébol 3
Boxballet,2021,CTB
Boxballet,2021,Melnitsa Animation Studio
Coming 2 America,2021,Paramount Pictures
