firstName,lastName,roleType
Darius,Marder,Screenwriter
Bert,Salzman,Screenwriter
Bert,Salzman,Director
Christopher,Nolan,Director
Christopher,Nolan,Producer
Christopher,Nolan,Screenwriter
Donald,Feld,Costume Designer
Peter,O'Toole,Actor
Peter,O'Toole,Author
Tiara,Thomas,Singer
Tiara,Thomas,Songwriter
Harold,Lipstein,Cinematographer
Edward,Stewart,Set Decorator
Cecil,DeMille,Filmmaker
Cecil,DeMille,Actor
Bob,Merrill,Songwriter
Bob,Merrill,Composer
Bob,Merrill,Lyricist
Bob,Merrill,Screenwriter
Richard,Connell,Author
Richard,Connell,Journalist
Kristen,Wiig,Actress
Kristen,Wiig,Comedian
Kristen,Wiig,Screenwriter
Kristen,Wiig,Producer
Sebastian,Stan,Actor
Max,von Sydow,Actor
Mark,Stetson,Visual Effects Artist
Didier,Lavergne,Makeup Artist
Alex,Grasshoff,Filmmaker
Alex,Grasshoff,Director
Carey,Mulligan,Actress
Ann,Ronell,Lyricist
Ann,Ronell,Composer
Bhanu,Athaiya,Costume Designer
Ryusuke,Hamaguchi,Director
Ryusuke,Hamaguchi,Screenwriter
Sammy,Fain,Composer
Alan,Maley,Visual Effects Artist
Sid,Ramin,Orchestrator
Sid,Ramin,Arranger
Sid,Ramin,Composer
Gabourey,Sidibe,Actress
Eva,Orner,Producer
Eva,Orner,Director
Shuna,Harwood,Costume Designer
Erik,Winquist,Visual Effects Supervisor
Derin,Seale,Director
Derin,Seale,Screenwriter
Derin,Seale,Editor
Derin,Seale,Producer
Ruth,Chatterton,Actress
Ruth,Chatterton,Novelist
Chris,Corbould,Special Effects Coordinator
William,Austin,Editor
Broderick,Crawford,Actor
Julia,Roberts,Actress
Barry,Morrow,Screenwriter
Barry,Morrow,Producer
Robert,Dalva,Editor
Kirk,Baxter,Editor
Robert,MacDonald,Special Effects Artist
Jason,Robards,Actor
Aline,Bonetto,Production Designer
Kristen,Anderson-Lopez,Songwriter
Leonard,Rosenman,Composer
Leonard,Rosenman,Conductor
Roberto,Benigni,Actor
Roberto,Benigni,Comedian
Roberto,Benigni,Screenwriter
Roberto,Benigni,Director
Carter,Burwell,Composer
Rick,Hart,Sound Engineer
Robert,De Vestel,Set Decorator
Santo,Loquasto,Production Designer
Santo,Loquasto,Scenic Designer
Santo,Loquasto,Costume Designer
Ray,Aghayan,Costume Designer
Michael,Sugar,Producer
Zsuzsa,Mihalek,Set Decorator
Sian,Heder,Writer
Sian,Heder,Director
Sian,Heder,Producer
Dirk,Wilutzky,Producer
Morton,Haack,Costume Designer
Jakob,Schuh,Animator
Jakob,Schuh,Director
Jakob,Schuh,Producer
Jakob,Schuh,Writer
Owen,Marks,Editor
Kevin,Spacey,Actor
Kevin,Spacey,Producer
Elizabeth,Haffenden,Costume Designer
Jerry,Hey,Musician
Aggie,Rodgers,Costume Designer
Jon,Jovi,Singer
Jon,Jovi,Songwriter
Jon,Jovi,Musician
Jon,Jovi,Actor
Chris,David,Sound Engineer
Gary,Oldman,Actor
Gary,Oldman,Filmmaker
Willy,Holt,Production Designer
Charles,Mintz,Producer
Dan,DeLeeuw,Visual Effects Supervisor
Dan,DeLeeuw,Second Unit Director
Daniel,Barrett,Animation Supervisor
Geoffrey,Drake,Production Designer
Dan,O'Herlihy,Actor
Mike,Mills,Director
Mike,Mills,Writer
Mike,Mills,Designer
Scott,Benza,Visual Effects Artist
Adruitha,Lee,Hairstylist
Emma,Koskoff,Producer
Johnnie,Burn,Sound Engineer
Kris,Bowers,Composer
Kris,Bowers,Musician
Kristen,Stewart,Actress
Dan,Kaufman,Visual Effects Artist
Sarah,Monzani,Makeup Artist
Saul,Bass,Graphic Designer
Saul,Bass,Director
Katharine,Hepburn,Actress
Marcel,Ophuls,Director
Robert,Kaufman,Screenwriter
Robert,Kaufman,Writer
Robert,Kaufman,Producer
Todd,Haynes,Filmmaker
Oliver,Wallace,Composer
Sol,Halperin,Special Effects Artist
Sol,Halperin,Cinematographer
Tex,Rudloff,Sound Engineer
Garrett,Bradley,Filmmaker
Arthur,Hilton,Editor
Harry,Kusnick,Sound Engineer
Alan,Bergman,Songwriters
Isabelle,Adjani,Actress
Isabelle,Adjani,Singer
Ernst,Lubitsch,Director
Ernst,Lubitsch,Producer
Ernst,Lubitsch,Writer
Ernst,Lubitsch,Actor
Camille,Friend,Hairstylist
Ken,Annakin,Director
Misan,Harriman,Photographer
Whit,Stillman,Screenwriter
Whit,Stillman,Director
Emma,Thomas,Producer
Andrew,Weisblum,Editor
Andrew,Weisblum,Visual Effects
Counting,Crows,Singer
Counting,Crows,Songwriter
Counting,Crows,Record Producer
David,Parker,Sound Engineer
Randy,Newman,Singer
Randy,Newman,Songwriter
Randy,Newman,Arranger
Randy,Newman,Pianist
Randy,Newman,Composer
Randy,Newman,Conductor
Randy,Newman,Orchestrator
Lyle,Wheeler,Art Director
William,Holden,Actor
Susana,Muñoz,Director
Susana,Muñoz,Screenwriter
Susana,Muñoz,Producer
Van,Polglase,Art Director
Chris,Dickens,Editor
Tom,Hanks,Actor
Tom,Hanks,Filmmaker
Anselmo,Duarte,Actor
Anselmo,Duarte,Director
Anselmo,Duarte,Screen Writer
Stacy,Title,Director
Stacy,Title,Screenwriter
Stacy,Title,Producer
Nick,Hornby,Writer
Nick,Hornby,Editor
Nick,Hornby,Screenwriter
Abraham,Polonsky,Director
Abraham,Polonsky,Screenwriter
Abraham,Polonsky,Novelist
Bill,Corso,Makeup Artist
Mike,Hill,Editor
José,Garcia,Director
José,Garcia,Screenwriter
José,Garcia,Producer
José,Garcia,Critic
José,Garcia,Author
Richard,Jaeckel,Actor
Prince,Nelson,Singer
Prince,Nelson,Songwriter
Prince,Nelson,Musician
Prince,Nelson,Record Producer
Prince,Nelson,Actor
Mahershala,Ali,Actor
Eric,Orbom,Art Director
Andy,Williams,Visual Effects Supervisor
Faith,Hubley,Animator
Faith,Hubley,Storyboard Artist
Daniel,Day-Lewis,Actor
Ronald,Pierce,Sound Engineer
Klaus,Brandauer,Actor
Klaus,Brandauer,Director
Walter,Murch,Editor
Walter,Murch,Director
Walter,Murch,Writer
Walter,Murch,Sound Designer
Shirley,Clarke,Filmmaker
Paul,Story,Visual Effects Artist
Michael,Redgrave,Actor
Michael,Redgrave,Filmmaker
Michael,Redgrave,Manager
Michael,Redgrave,Author
Greg,Kwedar,Director
Greg,Kwedar,Screenwriter
Bertrand,Blier,Director
Bertrand,Blier,Writer
Louis,Gossett Jr.,Actor
Mark,Rydell,Actor
Mark,Rydell,Director
Mark,Rydell,Producer
Huey,Lewis,Singer
Huey,Lewis,Songwriter
Huey,Lewis,Actor
John,Corso,Art Director
Grantland,Rice,Sportswriter
Fred,Ebb,Lyricist
Zoltán,Fábri,Director
Giancarlo,Giannini,Actor
Giancarlo,Giannini,Voice Actor
Giancarlo,Giannini,Director
Giancarlo,Giannini,Screenwriter
Frank,Cavett,Screenwriter
Nora,Ephron,Screenwriter
Nora,Ephron,Producer
Nora,Ephron,Director
Nora,Ephron,Journalist
Nora,Ephron,Playwright
Nora,Ephron,Author
Nathaniel,Kahn,Filmmaker
Michael,Ohoven,Producer
Irene,Taylor,Director
Mike,Lerner,Documentary Maker
Anna,Lock,Makeup Artist
Mark,Sullivan,Special Effects Artist
Henry-Alex,Rubin,Director
Henry-Alex,Rubin,Screenwriter
Byron,Haskin,Director
Byron,Haskin,Director
Byron,Haskin,Cinematographer
Byron,Haskin,Producer
Byron,Haskin,Special Effects Artist
James,Hill,Director
James,Hill,Director
James,Hill,Screenwriter
James,Hill,Producer
Emil,Newman,Composer
Emil,Newman,Conductor
Bryan,Forbes,Filmmaker
Bryan,Forbes,Actor
Bryan,Forbes,Author
Jason,Smith,Visual Effects Supervisor
Ed,Harris,Actor
Ed,Harris,Filmmaker
Jeremy,Strong,Actor
Geoffrey,Unsworth,Cinematographer
Jeff,Maguire,Screenwriter
Nia,Vardalos,Actress
Nia,Vardalos,Comedian
Nia,Vardalos,Screenwriter
Nia,Vardalos,Director
Nia,Vardalos,Producer
Robert,Chartoff,Producer
Joachim,Rønning,Director
Martin,Brest,Director
Martin,Brest,Producer
Martin,Brest,Screenwriter
Ron,Howard,Director
Ron,Howard,Producer
Ron,Howard,Screenwriter
Ron,Howard,Actor
Arthur,Hunnicutt,Actor
Elinor,Burkett,Journalist
Elinor,Burkett,Author
Elinor,Burkett,Biographer
William,Glasgow,Artist
William,Glasgow,Art Director
Phil,Johnston,Screenwriter
Phil,Johnston,Director
Phil,Johnston,Producer
Phil,Johnston,Voice Actor
Phyllis,Dalton,Costume Designer
Elmer,Bernstein,Composer
Elmer,Bernstein,Conductor
Elmer,Bernstein,Songwriter
David,Strathairn,Actor
Jonathan,Hardy,Actor
Jonathan,Hardy,Writer
Jonathan,Hardy,Director
Les,Fresholtz,Sound Engineer
William,Creber,Art Director
Caryl,Heller,Set Decorator
Samantha,Morton,Actress
John,Austin,Set Decorator
Ron,Bozman,Producer
Heather,Loeffler,Production Designer
Martin,Poll,Producer
John,Dykstra,Special Effects Artist
Frank,Warner,Sound Editor
Andy,Lewis,Screenwriter
Daisuke,Nishio,Animator
Daisuke,Nishio,Director
Dennis,Sands,Sound Engineer
Didier,Flamand,Actor
Michael,Tolkin,Writer
Michael,Tolkin,Director
Sean,Connery,Actor
Sean,Connery,Producer
Jean,d'Eaubonne,Art Director
Jean,Arthur,Actress
Ferdinando,Scarfiotti,Art Director
James,Horner,Composer
James,Horner,Conductor
James,Horner,Orchestrator
James,Horner,Music Producer
James,Horner,Songwriter
Elizabeth,Reinhardt,Screenwriter
T.S.,Cook,Screenwriter
T.S.,Cook,Producer
Robert,Gardner,Filmmaker
Robert,Gardner,Director
Robert,Gardner,Producer
Robert,Franco,Set Decorator
Anna,Sheppard,Costume Designer
Celine,Song,Filmmaker
Celine,Song,Playwright
Andrew,DeCristofaro,Sound Editor
Gil,Kenan,Director
Gil,Kenan,Screenwriter
Gil,Kenan,Producer
Rick,Simpson,Set Decorator
Jack,Oakie,Actor
Marcello,Pagliero,Director
Marcello,Pagliero,Screenwriter
Michael,Stringer,Production Designer
Volker,Engel,Visual Effects Artist
Arthur,Krams,Set Designer
Otto,Lang,Director
Otto,Lang,Producer
James,Stephenson,Actor
Bette,Davis,Actress
Tomás,Alea,Director
Tomás,Alea,Screenwriter
Paweł,Pawlikowski,Filmmaker
Steve,Williams,Visual Effects Artist
Steve,Williams,Animator
Steve,Williams,Director
Frank,Mouris,Animator
Jesse,Lasky,Producer
John,Milius,Screenwriter
John,Milius,Director
Burt,Reynolds,Actor
I.,Diamond,Screenwriter
Olivia,Colman,Actress
Alan,Murray,Sound Editor
Michelle,Couttolenc,Sound Engineer
A.,Ho,Producer
Ted,McCord,Cinematographer
Teresa,Wright,Actress
Tamara,Kotevska,Filmmaker
Robert,Ardrey,Writer
Robert,Ardrey,Screenwriter
Robert,Ardrey,Playwright
Edward,Dmytryk,Director
Edward,Dmytryk,Editor
Drew,Kunin,Sound Mixer
David,Thion,Producer
David,Thion,Executive Producer
Jeff,Pope,Producer
Jeff,Pope,Screenwriter
Nat,Boxer,Sound Engineer
Ke,Quan,Actor
Verna,Fields,Sound Editor
Jeff,Bridges,Actor
Jeff,Bridges,Producer
Jeff,Bridges,Singer
Ana,de Armas,Actress
Lasse,Hallström,Director
Lasse,Hallström,Screenwriter
Harry,Sukman,Composer
Clif,Magness,Lyricist
Clif,Magness,Singer
Clif,Magness,Producer
Warren,Beatty,Actor
Warren,Beatty,Filmmaker
Urie,McCleary,Art Director
Sally,Benson,Screenwriter
Sally,Benson,Author
Walter,Reisch,Director
Walter,Reisch,Writer
Walter,Reisch,Screenwriter
Walter,Reisch,Lyricist
Henny,Noremark,Production Designer
Henny,Noremark,Costume Designer
Roy,Arbogast,Special Effects Artist
John,Bruno,Visual Effects Artist
Boyce,Hart,Singer
Gary,Kurtz,Producer
Matthew,Wood,Sound Engineer
Matthew,Wood,Voice Actor
Kenny,Loggins,Singer
Kenny,Loggins,Musician
Kenny,Loggins,Songwriter
Francesco,Rosi,Director
Francesco,Rosi,Screenwriter
Robert,Morley,Actor
Robert,Morley,Playwright
Robert,Morley,Screenwriter
Roma,Ryan,Lyricist
Roma,Ryan,Poet
Roma,Ryan,Writer
Robert,Pandini,Makeup Artist
Artie,Shaw,Musician
Artie,Shaw,Composer
Artie,Shaw,Actor
Coralie,Fargeat,Filmmaker
Kay,Rose,Sound Editor
Carl,Fullerton,Makeup Artist
Robbie,Ryan,Cinematographer
Bryan,Grill,Visual Effects Artist
Albert,Hammond,Singer
Albert,Hammond,Musician
Albert,Hammond,Record Producer
Irwin,Kostal,Songwriter
Irwin,Kostal,Screenwriter
Irwin,Kostal,Publisher
Richard,Hornung,Costume Designer
Dick,Vorisek,Sound Engineer
Lucy,Alibar,Screenwriter
Lucy,Alibar,Playwright
Billie,Eilish,Singer
Billie,Eilish,Songwriter
Billie,Eilish,Musician
Robert,Forster,Actor
Russell,Shearman,Special Effects Artist
Ferris,Webster,Editor
Harriet,Frank Jr.,Screenwriter
Harriet,Frank Jr.,Producer
Sidney,Howard,Playwright
Sidney,Howard,Dramatist
Sidney,Howard,Screenwriter
Greg,Russell,Re-Recording Mixer
Rob,Bredow,Visual Effects Artist
Victor,Milner,Cinematographer
Akiva,Goldsman,Director
Akiva,Goldsman,Producer
Akiva,Goldsman,Writer
Patrick,Doyle,Composer
Patrick,Doyle,Actor
Travis,Knight,Animator
Travis,Knight,Producer
Travis,Knight,Director
Travis,Knight,Actor
Waldemar,Young,Screenwriter
Dody,Dorn,Editor
Dody,Dorn,Sound Editor
Art,Carney,Actor
Art,Carney,Comedian
Remi,Adefarasin,Cinematographer
Ray,West,Sound Engineer
Richard,Pearson,Editor
Christian,Manz,Visual Effects Artist
Marjorie,Best,Costume Designer
Dylan,Tichenor,Editor
Stan,Winston,Special Effects Artist
Walter,Bernstein,Screenwriter
Walter,Bernstein,Producer
Robert,Sherwood,Author
Robert,Sherwood,Playwright
Robert,Sherwood,Screenwriter
Robert,Sherwood,Historian
B.,Schulberg,Producer
B.,Schulberg,Studio Executive
Jan,Chapman,Producer
Rita,Ryack,Costume Designer
Christopher,Hinton,Animator
Christopher,Hinton,Director
Christopher,Hinton,Professor
Ra,Vincent,Production Designer
Bruno,Barreto,Director
Chris,Lawrence,Visual Effects Supervisor
Richard,Tyler,Sound Engineer
Joseph,Barbera,Animator
Joseph,Barbera,Cartoonist
Ralph,Fiennes,Actor
Ralph,Fiennes,Producer
Ralph,Fiennes,Director
Colin,Low,Director
Colin,Low,Producer
Colin,Low,Animator
Colin,Low,Editor
Gus,Van Sant,Director
Gus,Van Sant,Producer
Gus,Van Sant,Screenwriter
Gus,Van Sant,Editor
Gus,Van Sant,Photographer
Gus,Van Sant,Painter
Gus,Van Sant,Musician
David,Newman,Screenwriter
Jeff,Fowler,Director
Jeff,Fowler,Animator
Noëlle,Boisson,Editor
William,Bowers,Writer
Cynthia,Sleiter,Set Decorator
Jason,Reitman,Director
Jason,Reitman,Producer
Jason,Reitman,Screenwriter
Jason,Reitman,Actor
Jim,Burke,Producer
Craig,McKay,Editor
Holly,Hunter,Actress
Bob,Seger,Singer
Bob,Seger,Songwriter
Bob,Seger,Musician
Jocelyn,Rickards,Costume Designer
Raphaela,Neihausen,Director
Raphaela,Neihausen,Producer
Michael,De Luca,Producer
Michael,De Luca,Writer
Robert,Wright,Special Effects Artist
Jeffrey,Wright,Actor
Christoph,Lauenstein,Producer
Christoph,Lauenstein,Writer
Christoph,Lauenstein,Director
Celia,Bobak,Art Director
Celia,Bobak,Set Decorator
Dane,Davis,Sound Editor
Tim,Alexander,Visual Effects Supervisor
Sal,Mineo,Actor
David,Butler,Director
David,Butler,Producer
David,Butler,Screenwriter
Craig,Mann,Re-Recording Mixer
Alison,Owen,Producer
Buck,Henry,Actor
Buck,Henry,Screenwriter
Buck,Henry,Director
Meredith,Willson,Composer
Meredith,Willson,Conductor
Meredith,Willson,Playwright
Meredith,Willson,Author
Robert,Aurthur,Producer
Robert,Aurthur,Screenwriter
Robert,Aurthur,Director
Joel,Grey,Actor
Joel,Grey,Dancer
Joel,Grey,Singer
Joel,Grey,Photographer
Joel,Grey,Director
Françoise,Bonnot,Editor
Robert,Wolfe,Editor
Donald,Mitchell,Sound Engineer
Emil,Kosa Jr.,Visual Effects Artist
David,Shire,Composer
Arthur,Schwartz,Composer
Arthur,Schwartz,Producer
Jeremy,Dawson,Visual Effects Artist
Walter,Kent,Composer
Vivien,Leigh,Actress
Walter,Lantz,Animator
Walter,Lantz,Producer
Walter,Lantz,Director
Walter,Lantz,Screenwriter
Raney,Aronson-Rath,Filmmaker
Claude,Sautet,Director
Crispin,Struthers,Editor
Norma,Shearer,Actress
Jules,White,Director
Jules,White,Producer
Matt,Damon,Actor
Matt,Damon,Producer
Matt,Damon,Screenwriter
Thomas,Mitchell,Actor
Thomas,Mitchell,Writer
Jack,Cosgrove,Special Effects Artist
Demi,Moore,Actress
Demi,Moore,Producer
José,Ferrer,Actor
José,Ferrer,Director
José,Ferrer,Director
Carey,Villegas,Visual Effects Supervisor
Jason,Miller,Playwright
Jason,Miller,Actor
Peter,Boyle,Editor
Anthony,Quayle,Actor
Patrice,Leconte,Director
Patrice,Leconte,Actor
Patrice,Leconte,Screenwriter
Patrice,Leconte,Comic Strip Writer
William,Gargan,Actor
Geneviève,Bujold,Actress
Ray,Fox,Writer
Ray,Fox,Lyricist
Ray,Fox,Journalist
Ray,Fox,Documentarian
Ray,Fox,Reviewer
Kevin,Willmott,Director
Vasilis,Georgiadis,Director
Hoagy,Carmichael,Musician
Hoagy,Carmichael,Composer
Hoagy,Carmichael,Songwriter
Hoagy,Carmichael,Actor
Julie,Harris,Costume Designer
Heike,Merker,Hairstylist
Heike,Merker,Makeup Artist
Willard,Huyck,Screenwriter
Willard,Huyck,Director
Chaim,Topol,Actor
Chaim,Topol,Singer
Angelo,Ross,Editor
Angelo,Ross,Sound Engineer
Howard,Hughes,Producer
Howard,Hughes,Philanthropist
Howard,Hughes,Pilot
Otto,Ludwig,Editor
Monty,Woolley,Actor
Monty,Woolley,Director
Monty,Woolley,Professor
Waad,Al-Kateab,Journalist
Waad,Al-Kateab,Filmmaker
Chris,Renaud,Director
Chris,Renaud,Producer
Chris,Renaud,Designer
Chris,Renaud,Storyboard Artist
Chris,Renaud,Voice Actor
Ronald,Bass,Screenwriter
Ronald,Bass,Producer
Andy,Koyama,Re-Recording Sound Mixer
Phil,Abramson,Set Decorator
Robert,Leonard,Director
Robert,Leonard,Producer
Robert,Leonard,Actor
Robert,Leonard,Screenwriter
Jack,Cardiff,Actor
Jack,Cardiff,Cinematographer
Jack,Cardiff,Director
Jack,Cardiff,Photographer
Simon,Chase,Sound Editor
Michael,Gazzo,Playwright
Michael,Gazzo,Actor
Cillian,Murphy,Actor
Cillian,Murphy,Producer
Osvaldo,Desideri,Art Director
Osvaldo,Desideri,Production Designer
Osvaldo,Desideri,Set Decorator
Richard,Beggs,Sound Designer
Samantha,Quan,Producer
Samantha,Quan,Actress
Peter,Firth,Actor
Caiphus,Semenya,Musician
Caiphus,Semenya,Composer
Caiphus,Semenya,Arranger
Ali,MacGraw,Actress
Ali,MacGraw,Author
Bill,Conti,Composer
Bill,Conti,Conductor
Stewart,Stern,Screenwriter
Michelangelo,Antonioni,Director
Michelangelo,Antonioni,Screenwriter
Michelangelo,Antonioni,Editor
Michelangelo,Antonioni,Author
Ash,Brannon,Writer
Ash,Brannon,Director
Ash,Brannon,Visual Artist
Ash,Brannon,Animator
Ash,Brannon,Producer
Dominick,Tavella,Sound Engineer
Volker,Schlöndorff,Director
Volker,Schlöndorff,Producer
Volker,Schlöndorff,Screenwriter
Ralph,Eggleston,Comic Artist
Ralph,Eggleston,Illustrator
Ralph,Eggleston,Animator
Ralph,Eggleston,Art Director
Ralph,Eggleston,Storyboard Artist
Ralph,Eggleston,Production Designer
Diana,Ossana,Screenwriter
Diana,Ossana,Producer
Diana,Ossana,Novelist
Robert,Russell,Screenwriter
Robert,Russell,Playwright
Jeffrey,Perkins,Sound Engineer
Lilly,Kilvert,Production Designer
Joel,Coen,Producer
Joel,Coen,Director
Joel,Coen,Screenwriter
Joel,Coen,Editor
Ethan,Coen,Director
Ethan,Coen,Producer
Ethan,Coen,Screenwriter
Ethan,Coen,Editor
Sydney,Pollack,Director
Sydney,Pollack,Producer
Sydney,Pollack,Actor
Penelope,Gilliatt,Novelist
Jessica,Chastain,Actress
Jessica,Chastain,Producer
Jane,Rosenthal,Producer
Deborah,Denaver,Makeup Artist
Buddy,Myers,Sound Engineer
James,Kennaway,Writer
Joseph,Wright,Art Director
Theodore,Soderberg,Sound Engineer
Matthew,O'Neill,Filmmaker
Rudolph,Maté,Cinematographer
Rudolph,Maté,Director
Rudolph,Maté,Producer
Daniel,Pemberton,Composer
Daniel,Pemberton,Songwriter
Marcel,Mettelsiefen,Documentary Filmmaker
Marcel,Mettelsiefen,Cinematographer
Marcel,Mettelsiefen,Producer
Guy,Endore,Writer
Guy,Endore,Screenwriter
Alfred,Herman,Art Director
Nate,Monaster,Screenwriter
Arthur,Jacobs,Producer
Janty,Yates,Costume Designer
Dorree,Cooper,Set Decorator
Trent,Reznor,Musician
Trent,Reznor,Singer
Trent,Reznor,Record Producer
Trent,Reznor,Composer
David,Stevens,Screenwriter
David,Stevens,Director
Nicky,Ryan,Music Producer
Nicky,Ryan,Recording Engineer
Nicky,Ryan,Manager
Luis,Puenzo,Director
Luis,Puenzo,Producer
Luis,Puenzo,Writer
Stanley,Shapiro,Writer
Stanley,Shapiro,Screenwriter
Kaspar,Rostrup,Director
Kaspar,Rostrup,Screenwriter
Alfred,Gilks,Cinematographer
Richard,Murphy,Screenwriter
Curren,Sheldon,Director
Curren,Sheldon,Screenwriter
Curren,Sheldon,Editor
Curren,Sheldon,Cinematographer
Curren,Sheldon,Producer
Werner,Heymann,Composer
Jacques,Demy,Director
Jacques,Demy,Screenwriter
Majid,Majidi,Director
Majid,Majidi,Producer
Majid,Majidi,Screenwriter
Michaël,Roskam,Director
Daniel,Robert,Set Decorator
Tristan,Versluis,Makeup Artist
Robin,Williams,Actor
Robin,Williams,Comedian
Nathan,Levinson,Sound Engineer
Jim,Webb,Audio Engineer
Michael,Weber,Screenwriter
Michael,Weber,Producer
Donna,Gigliotti,Producer
Geoffrey,Patterson,Sound Engineer
Alejandro,Amenábar,Director
Alejandro,Amenábar,Screenwriter
Alejandro,Amenábar,Composer
Emile,Santiago,Costume Designer
Evgenia,Arbugaeva,Photographer
Richard,Dix,Actor
Dennis,Potter,Playwright
Dennis,Potter,Screenwriter
Dennis,Potter,Journalist
Dennis,Potter,Author
Dennis,Potter,Novelist
Dennis,Potter,Director
George,Hively,Screenwriter
Krzysztof,Piesiewicz,Screenwriter
Krzysztof,Piesiewicz,Politician
Thomas,Fisher,Visual Effects Artist
Joe,Mantell,Actor
Michael,Cimino,Director
Michael,Cimino,Screenwriter
Michael,Cimino,Producer
Michael,Cimino,Author
Milena,Canonero,Costume Designer
Milena,Canonero,Production Designer
Milena,Canonero,Producer
Frank,McKelvy,Set Decorator
Joseph,Lilley,Composer
Joseph,Lilley,Songwriter
Joseph,Lilley,Orchestrator
Terence,Winter,Screenwriter
Terence,Winter,Producer
Jim,Sheridan,Director
Jim,Sheridan,Screenwriter
Jim,Sheridan,Producer
Jim,Sheridan,Playwright
Laurent,Sénéchal,Editor
Arjen,Tuiten,Special Make-Up Effects Artist
L.,Abbott,Cinematographer
Paul,Newman,Actor
Paul,Newman,Director
Paul,Newman,Race Car Driver
Paul,Newman,Philanthropist
Tom,Johnson,Sound Engineer
Fons,Rademakers,Actor
David,Valdes,Producer
Marc,Connelly,Journalist
Marc,Connelly,Playwright
Marc,Connelly,Director
Marc,Connelly,Producer
Marc,Connelly,Performer
Marc,Connelly,Lyricist
John,Steinbeck,Novelist
John,Steinbeck,Short Story Writer
Marlon,Brando,Actor
Tessa,Davies,Set Decorator
Frank,Pierson,Director
Frank,Pierson,Screenwriter
Burt,Sugarman,Producer
S.,Savidge,Screenwriter
S.,Savidge,Producer
Bob,Persichetti,Filmmaker
Bob,Persichetti,Animator
Bob,Persichetti,Storyboard Artist
Sissy,Spacek,Actress
Sissy,Spacek,Singer
M.I.A.,Arulpragasam,Rapper
M.I.A.,Arulpragasam,Singer
M.I.A.,Arulpragasam,Record Producer
M.I.A.,Arulpragasam,Activist
Pete,Smith,Producer
Pete,Smith,Publicist
Kristi,Zea,Production Designer
Kristi,Zea,Costume Designer
Kristi,Zea,Art Director
Kristi,Zea,Director
Kristi,Zea,Producer
Mitchell,Block,Filmmaker
Justine,Shapiro,Actress
Justine,Shapiro,Documentary Filmmaker
Justine,Shapiro,Director
Justine,Shapiro,Producer
Justine,Shapiro,Writer
William,Lyon,Editor
Brian,Ackland-Snow,Production Designer
Rod,McKuen,Singer
Rod,McKuen,Musician
Rod,McKuen,Poet
Bombay,Jayashri,Singer
Bombay,Jayashri,Musician
Bombay,Jayashri,Dancer
Bombay,Jayashri,Philanthropist
George,Milo,Set Decorator
Ruth,De Jong,Art Director
Ruth,De Jong,Production Designer
Lynne,Littman,Director
Lynne,Littman,Producer
Steven,Warner,Visual Effects Supervisor
Paul,Sheriff,Art Director
Jack,Albertson,Actor
Jack,Albertson,Dancer
Jack,Albertson,Singer
