firstName,lastName,movieTitle,releaseYear,categoryName,iteration,isWinner
Ron,Howard,A Beautiful Mind,2001,Best Directing,74th,yes
Robert,Altman,Gosford Park,2001,Best Directing,74th,no
Peter,Jackson,The Lord of the Rings: The Fellowship of the Ring,2001,Best Directing,74th,no
David,Lynch,Mulholland Drive,2001,Best Directing,74th,no
Ridley,Scott,Black Hawk Down,2001,Best Directing,74th,no
Roman,Polanski,The Pianist,2002,Best Directing,75th,yes
Pedro,Almodóvar,Talk to Her,2002,Best Directing,75th,no
Stephen,Daldry,The Hours,2002,Best Directing,75th,no
Rob,Marshall,Chicago,2002,Best Directing,75th,no
Martin,Scorsese,Gangs of New York,2002,Best Directing,75th,no
Peter,Jackson,The Lord of the Rings: The Return of the King,2003,Best Directing,76th,yes
Sofia,Coppola,Lost in Translation,2003,Best Directing,76th,no
Clint,Eastwood,Mystic River,2003,Best Directing,76th,no
Fernando,Meirelles,City of God,2003,Best Directing,76th,no
Peter,Weir,Master and Commander: The Far Side of the World,2003,Best Directing,76th,no
Clint,Eastwood,Million Dollar Baby,2004,Best Directing,77th,yes
Taylor,Hackford,Ray,2004,Best Directing,77th,no
Mike,Leigh,Vera Drake,2004,Best Directing,77th,no
Alexander,Payne,Sideways,2004,Best Directing,77th,no
Martin,Scorsese,The Aviator,2004,Best Directing,77th,no
Ang,Lee,Brokeback Mountain,2005,Best Directing,78th,yes
George,Clooney,"Good Night, and Good Luck",2005,Best Directing,78th,no
Paul,Haggis,Crash,2005,Best Directing,78th,no
Bennett,Miller,Capote,2005,Best Directing,78th,no
Steven,Spielberg,Munich,2005,Best Directing,78th,no
Martin,Scorsese,The Departed,2006,Best Directing,79th,yes
Clint,Eastwood,Letters from Iwo Jima,2006,Best Directing,79th,no
Stephen,Frears,The Queen,2006,Best Directing,79th,no
Paul,Greengrass,United 93,2006,Best Directing,79th,no
Alejandro,González Iñárritu,Babel,2006,Best Directing,79th,no
Joel,Coen and Ethan Coen,No Country for Old Men,2007,Best Directing,80th,yes
Paul,Thomas Anderson,There Will Be Blood,2007,Best Directing,80th,no
Tony,Gilroy,Michael Clayton,2007,Best Directing,80th,no
Jason,Reitman,Juno,2007,Best Directing,80th,no
Julian,Schnabel,The Diving Bell and the Butterfly,2007,Best Directing,80th,no
Danny,Boyle,Slumdog Millionaire,2008,Best Directing,81st,yes
Stephen,Daldry,The Reader,2008,Best Directing,81st,no
David,Fincher,The Curious Case of Benjamin Button,2008,Best Directing,81st,no
Ron,Howard,Frost/Nixon,2008,Best Directing,81st,no
Gus,Van Sant,Milk,2008,Best Directing,81st,no
Kathryn,Bigelow,The Hurt Locker,2009,Best Directing,82nd,yes
James,Cameron,Avatar,2009,Best Directing,82nd,no
Lee,Daniels,Precious,2009,Best Directing,82nd,no
Jason,Reitman,Up in the Air,2009,Best Directing,82nd,no
Quentin,Tarantino,Inglourious Basterds,2009,Best Directing,82nd,no
Tom,Hooper,The King's Speech,2010,Best Directing,83rd,yes
Darren,Aronofsky,Black Swan,2010,Best Directing,83rd,no
Joel,Coen and Ethan Coen,True Grit,2010,Best Directing,83rd,no
David,Fincher,The Social Network,2010,Best Directing,83rd,no
David,O. Russell,The Fighter,2010,Best Directing,83rd,no
Michel,Hazanavicius,The Artist,2011,Best Directing,84th,yes
Woody,Allen,Midnight in Paris,2011,Best Directing,84th,no
Terrence,Malick,The Tree of Life,2011,Best Directing,84th,no
Alexander,Payne,The Descendants,2011,Best Directing,84th,no
Martin,Scorsese,Hugo,2011,Best Directing,84th,no
Ang,Lee,Life of Pi,2012,Best Directing,85th,yes
Michael,Haneke,Amour,2012,Best Directing,85th,no
David,O. Russell,Silver Linings Playbook,2012,Best Directing,85th,no
Steven,Spielberg,Lincoln,2012,Best Directing,85th,no
Benh,Zeitlin,Beasts of the Southern Wild,2012,Best Directing,85th,no
Alfonso,Cuarón,Gravity,2013,Best Directing,86th,yes
